id,name_en,name_pt,class,set,actions,range,damage,move,lethal,ap,rules_en,rules_pt,image
bishamon,Bishamon,Bishamon,abomination,Frozen Fortress,1,0,1,1,3,5,"As long as Bishamon is on the board, Survivors cannot earn new Vault Weapons. They still can use the ones they already own. Upon elimination, place 1D6 random Vault Weapons (if any are available), facedown, in Bishamon's Zone. Any Survivor in this Zone may spend an Action to take 1 Vault Weapon. Then, they may reorganize their inventory for free.","Enquanto Bishamon estiver no tabuleiro, os Sobreviventes não podem ganhar novas Armas de Cripta. Eles ainda podem usar as que já possuem. Ao ser eliminado, coloque 1D6 (role um dado de 6 faces) Armas de Cripta aleatórias (se houver alguma disponível), viradas para baixo, na Zona de Bishamon. Qualquer Sobrevivente nesta Zona pode gastar uma Ação para pegar 1 Arma de Cripta. Em seguida, eles podem reorganizar seu inventário de graça.",https://static.wikia.nocookie.net/zombicide/images/f/f8/Bishamon_FR.png
chimimōryō,Chimimōryō,Chimimōryō,abomination,Frozen Fortress,1,0,1,1,3,5,"Upon elimination, Chimimōryō immediately respawns on the nearest Necromancer or Defiler Spawn Zone (if none is available, Chimimōryō does not respawn). If several Necromancer Spawn Zones are at the same distance, players choose.","Ao ser eliminado, o Chimimōryō ressurge imediatamente na Zona de Entrada de Necromante ou Profanador mais próxima (se nenhuma estiver disponível, o Chimimōryō não ressurge). Se várias Zonas de Entrada de Necromante estiverem à mesma distância, os jogadores escolhem.",
hachiman,Hachiman,Hachiman,abomination,Frozen Fortress,1,0,1,1,3,5,"Hachiman can only spawn once per game. As long as Hachiman is on the board, all Zombies attack twice whenever they attack. The Survivor eliminating Hachiman earns its miniature and keeps it near their Dashboard as a trophy. The Survivor earns the '+1 free Combat Action' Skill until the end of the game.","Hachiman só pode entrar no tabuleiro uma vez por jogo. Enquanto Hachiman estiver no tabuleiro, todos os Zumbis atacam duas vezes sempre que atacarem. O Sobrevivente que eliminar Hachiman ganha sua miniatura e a mantém perto de sua Ficha como um troféu. O Sobrevivente ganha a Habilidade '+1 Ação de Combate grátis' até o final do jogo.",https://static.wikia.nocookie.net/zombicide/images/1/1b/Hachiman_FR.png
kijin,Kijin,Kijin,abomination,Frozen Fortress,2,0-1,1,1,3,5,"The Kijin can trace Lines of Sight over buildings and Hedges (Green Horde) to Zones beyond them. Likewise, Actors in these Zones can trace Lines of Sight to the Kijin. All Survivors standing in its target Zone suffer the Attack. As long as the Kijin is on the board, each Survivor loses 1 Chi (down to a minimum of O) at the start of their Turn.","O Kijin pode traçar Linhas de Visão sobre prédios e Sebes (Green Horde) para Zonas além deles. Da mesma forma, Atores nessas Zonas podem traçar Linhas de Visão para o Kijin. Todos os Sobreviventes que estiverem em sua Zona alvo sofrem o Ataque. Enquanto o Kijin estiver no tabuleiro, cada Sobrevivente perde 1 Chi (até o mínimo de 0) no início do seu Turno.",https://static.wikia.nocookie.net/zombicide/images/6/63/Kijin_FR.png
kumiho,Kumiho,Kumiho,abomination,Frozen Fortress,1,0,1,1,3,5,"As long as Kumiho is on the board, the Players Phase is played at random. Roll a die for each player who did not play their Turn yet. The player getting the highest roll plays their Turn. Re-roll in case of a tie. Keep on until each player has played their Turn.","Enquanto Kumiho estiver no tabuleiro, a Fase dos Jogadores é jogada de forma aleatória. Role um dado para cada jogador que ainda não jogou seu Turno. O jogador que obtiver a maior rolagem joga o seu Turno. Role novamente em caso de empate. Continue até que cada jogador tenha jogado o seu Turno.",https://static.wikia.nocookie.net/zombicide/images/4/45/Kumiho_FR.png
nian,Nian,Nian,abomination,Frozen Fortress,1,0,1,1,4,5,"The Nian requires Damage 4 to be eliminated, minus 1 per Noise token on the board, to a minimum of 1. Cauldrons and Dragon Fire work as usual. NOTE: Survivors don't count toward the total. Only actual Noise tokens count!","O Nian requer Dano 4 para ser eliminado, menos 1 para cada ficha de Barulho no tabuleiro, até o mínimo de 1. Caldeirões e Fogo de Dragão funcionam normalmente. NOTA: Sobreviventes não contam para o total. Apenas as próprias fichas de Barulho contam!",https://static.wikia.nocookie.net/zombicide/images/8/88/Nian_FR.png
qilin,Qilin,Qilin,abomination,Frozen Fortress,1,0,1,1,3,5,The player whose Survivor eliminated the Qilin immediately chooses a Zone on the board. All Zombies in the designated Zone are eliminated as well. The Survivor earns all corresponding AP.,O jogador cujo Sobrevivente eliminou o Qilin escolhe imediatamente uma Zona no tabuleiro. Todos os Zumbis na Zona designada são eliminados também. O Sobrevivente ganha todo PA correspondente.,
red_hare,Red Hare,Red Hare,abomination,Frozen Fortress,1,0,1,1,3,5,"The Red Hare can only spawn once per game. Each time the Red Hare performs a Move, it Moves 2 Zones instead of 1. The destination Zone is defined before the Move and does not change along the way. The Survivor eliminating the Red Hare earns its miniature, set near their Dashboard as a trophy. The Survivor earns the '+1 Zone per Move' Skill until the end of the game.","O Red Hare só pode entrar no tabuleiro uma vez por jogo. Toda vez que o Red Hare realiza um Movimento, ele Move 2 Zonas em vez de 1. A Zona de destino é definida antes do Movimento e não muda ao longo do caminho. O Sobrevivente que eliminar o Red Hare ganha sua miniatura, colocada perto de sua Ficha como um troféu. O Sobrevivente ganha a Habilidade '+1 Zona por Movimento' até o final do jogo.",
shakōki_dogū,Shakōki Dogū,Shakōki Dogū,abomination,Frozen Fortress,1,0,1,1,3,5,"Shakōki Dogū cannot be eliminated unless it is the only Zombie in its Zone (this also applies to game effects eliminating all Zombies in the target Zone, like Cauldron or Dragon Fire). After each Zombie spawn on the board (except Abominations and Necromancers), place a Zombie of the same type in Shakōki Dogu's Zone.","O Shakōki Dogū não pode ser eliminado a menos que seja o único Zumbi em sua Zona (isso também se aplica a efeitos de jogo que eliminam todos os Zumbis na Zona alvo, como Caldeirão ou Fogo de Dragão). Após cada entrada de Zumbi no tabuleiro (exceto Abominações e Necromantes), coloque um Zumbi do mesmo tipo na Zona do Shakōki Dogū.",
sōjōbō,Sōjōbō,Sōjōbō,abomination,Frozen Fortress,2,0-1,1,1,3,5,"Sōjōbō can trace Lines of Sight over buildings and Hedges (Green Horde) to Zones beyond them. Likewise, Actors in these Zones can trace Lines of Sight to Sōjōbō. All Survivors standing in its target Zone suffer the Attack. Sōjōbō can only defeated by a Survivor with a Vault Weapon in their inventory. When Sōjōbō is eliminated: The Survivor who eliminated it earns the usual 5 AP, then earns enough AP to get to the first notch of the next Danger Level AND another Skill of their choosing on their ID Card, no matter the Danger Level. All other Survivors earn enough AP to get to the first notch of the next Danger Level.","Sōjōbō pode traçar Linhas de Visão sobre prédios e Sebes (Green Horde) para Zonas além deles. Da mesma forma, Atores nessas Zonas podem traçar Linhas de Visão para Sōjōbō. Todos os Sobreviventes que estiverem em sua Zona alvo sofrem o Ataque. Sōjōbō só pode ser derrotado por um Sobrevivente com uma Arma de Cripta em seu inventário. Quando Sōjōbō é eliminado: O Sobrevivente que o eliminou ganha os habituais 5 PA, e então ganha PA suficiente para chegar ao primeiro marco do próximo Nível de Perigo E mais uma Habilidade de sua escolha na sua Ficha de Personagem, independentemente do Nível de Perigo. Todos os outros Sobreviventes ganham PA suficiente para chegar ao primeiro marco do próximo Nível de Perigo.",
susano_wo,Susano-wo,Susano-wo,abomination,Frozen Fortress,1,0,1,1,3,5,"As long as Susano-wo is on the board, the Accuracy value of all Ranged weapons is considered to be 6.","Enquanto Susano-wo estiver no tabuleiro, o valor de Precisão de todas as armas de Longo Alcance é considerado como sendo 6.",https://static.wikia.nocookie.net/zombicide/images/6/65/SusanoWo_FR.png
takemikazuchi,Takemikazuchi,Takemikazuchi,abomination,Frozen Fortress,1,0,1,1,3,5,"Survivors cannot enter Takemikazuchi's Zone. Each Survivor standing in a Zone where Takemikazuchi enters, immediately resolves 1 Move to exit this Zone, ignoring Zombies in the starting Zone. These free Moves are resolved in any order of the players' choosing.","Sobreviventes não podem entrar na Zona de Takemikazuchi. Cada Sobrevivente que estiver em uma Zona onde Takemikazuchi entrar, resolve imediatamente 1 Movimento para sair desta Zona, ignorando Zumbis na Zona inicial. Esses Movimentos grátis são resolvidos em qualquer ordem à escolha dos jogadores.",
toyol,Toyol,Toyol,abomination,Frozen Fortress,3,0,1,1,3,5,"For each Wound it would inflict, Toyol instead steals 1 random Equipment card from its target Survivor's inventory. Place these stolen cards near the board, in a pile. The Survivor eliminating Toyol immediately earns all stolen cards. They can reorganize their inventory, for free.","Para cada Ferimento que infligiria, Toyol rouba 1 carta de Equipamento aleatória do inventário do Sobrevivente alvo. Coloque essas cartas roubadas perto do tabuleiro, em uma pilha. O Sobrevivente que eliminar o Toyol ganha imediatamente todas as cartas roubadas. Eles podem reorganizar seu inventário de graça.",https://static.wikia.nocookie.net/zombicide/images/2/22/Toyol_FR.png
yeti,Yeti,Yeti,abomination,Frozen Fortress,1,0,1,1,3,5,"No Line of Sight can be traced to the Yeti, unless a Survivor stands within Range 0-1 of it.","Nenhuma Linha de Visão pode ser traçada para o Yeti, a menos que um Sobrevivente esteja no Alcance 0-1 dele.",https://static.wikia.nocookie.net/zombicide/images/1/1c/Yeti_FR.png
dong_zhuo,Dong Zhuo,Dong Zhuo,abomination,Warlords of the Middle Kingdom,1,0,1,1,3,5,Survivors cannot perform Search Actions as long as Dong Zhuo is on the board.,Sobreviventes não podem realizar Ações de Procura enquanto Dong Zhuo estiver em jogo.,
zhang_jiao,Zhang Jiao,Zhang Jiao,necromancer,Warlords of the Middle Kingdom,1,0,1,1,1,1,"As long as Zhang Jiao is on the board, all Walkers that are eliminated immediately respawn in Zhang Jiao's Zone.","Enquanto Zhang Jiao estiver em jogo, todos os Lerdos eliminados ressurgem na Zona de Zhang Jiao imediatamente.",
fūma_kotarō,Fūma Kotarō,Fūma Kotarō,necromancer,Warlords of the Rising Sun,1,0,1,1,1,1,"Fūma Kotarō provides immunities to all Walkers as long as he is on the board. Every time a Fūma Kotarō Necromancer card is drawn, keep it near the board to remember which immunity (either against Magic, Melee, or Ranged Actions) is provided. Discard the card whenever another Fūma Kotarō Necromancer card is drawn (the Necromancer still gets an extra Activation) or when Fūma Kotarō is eliminated. The corresponding immunity no longer applies.","Fūma Kotarō fornece imunidades a todos os Lerdos enquanto estiver no tabuleiro. Sempre que uma carta de Necromante do Fūma Kotarō for comprada, mantenha-a perto do tabuleiro para lembrar qual imunidade (seja contra Ações de Magia, Corpo a Corpo ou Longa Distância) está sendo fornecida. Descarte a carta sempre que outra carta de Necromante do Fūma Kotarō for comprada (o Necromante ainda recebe uma Ativação extra) ou quando Fūma Kotarō for eliminado. A imunidade correspondente deixa de ser aplicada.",
nothing,Nothing In Sight,Nenhum Zumbi a Vista,,,,,,,,,No Zombies this time.,Nenhum Zumbi desta vez.,
double_spawn,Double Spawn!,Zumbis em Dobro!,,,,,,,,,In the next Spawn draw 2 cards instead 1.,Compre 2 cartas ao invés de 1 na próxima Entrada,
extra_walker,Extra Activation: Walkers!,Ativação Extra: Lerdos!,,,,,,,,,Extra Activation for Walkers.,Ativação Extra para Lerdos.,
extra_brute,Extra Activation: Brutes!,Ativação Extra: Brutos!,,,,,,,,,Extra Activation for Brutes.,Ativação Extra para Brutos.,
extra_runner,Extra Activation: Runners!,Ativação Extra: Corredores!,,,,,,,,,Extra Activation for Runners.,Ativação Extra para Corredores.,
orc_walker_extra,Extra Activation: Orc Walkers!,Ativação Extra: Orcs Lerdos!,,,,,,,,,Extra Activation for Orc Walkers.,Ativação Extra para Orcs Lerdos.,
orc_brute_extra,Extra Activation: Orc Brutes!,Ativação Extra: Orcs Brutos!,,,,,,,,,Extra Activation for Orc Brutes.,Ativação Extra para Orcs Brutos.,
orc_runner_extra,Extra Activation: Orc Runners!,Ativação Extra: Orcs Corredores!,,,,,,,,,Extra Activation for Orc Runners.,Ativação Extra para Orcs Corredores.,
enter_the_horde,Enter the Horde!,Entra a Horda!,,,,,,,,,Put all the Zombies in the Horde in this Spawn Zone.,Coloque todos os Zumbis da Horda nesta Zona de Entrada,
zombie_siege,Zombie Siege!,Cerco Zumbi!,,,,,,,,,Spawn 1 Walker in every Corruption Zone. Then they make free Move Action to climb an Battlement Walkway if they are near one. ,Faça aparecer 1 Lerdo em cada Zona de Corrupção. Então eles realizam uma Ação de Movimento grátis para subir a Passadiço de Ameia se estiverem próximo de algum.,
